"company" "tikr" "price" "country" "mrkt"
"Salem Media Group, Inc." "SALM" 3.15 "US" "XNAS"
"Open Text Corp." "OTEX" 46.14 "CA" NA
"Pampa Energía SA" "PAM" 19.13 "LN" NA
"Oncternal Therapeutics, Inc." "ONCT" 2.13 "US" "XNAS"
"OrganiGram Holdings, Inc." "OGI" 1.63 "CA" NA
"PEDEVCO Corp." "PED" 1.16 "US" "XASE"
"Oblong, Inc." "OBLG" 0.94 "US" "XNAS"
"Parsons Corp." "PSN" 33.18 "LN" NA
"Renren Inc." "RENN" 18.23 "US" "XNYS"
"Party City Holdco, Inc." "PRTY" 6.4 "US" "XNYS"
"Sensata Technologies Holding Plc" "ST" 62.91 "CA" NA
"SandRidge Energy, Inc." "SD" 10.88 "US" "XNYS"
"ServiceSource International, Inc." "SREV" 1.03 "US" "XNAS"
"OneConnect Financial Technology Co. Ltd." "OCFT" 2.29 "US" "XNYS"
"Regencell Bioscience Holdings Ltd." "RGC" 31.57 "CA" NA
"O'Reilly Automotive, Inc." "ORLY" 682.65 "US" "XNAS"
"Redwood Trust, Inc." "RWT" 13.03 "US" "XNYS"
"Petróleo Brasileiro SA" "PBR/A" 9.97 NA NA
"Playa Hotels & Resorts NV" "PLYA" 7.95 "US" "XNAS"
"Oracle Corp." "ORCL" 87.5 "US" "XNYS"
"Provention Bio, Inc." "PRVB" 5.23 "US" "XNAS"
"Orphazyme A/S" "ORPH" 2.33 "LN" NA
"Personalis, Inc." "PSNL" 12.91 "US" "XNAS"
"Robert Half International, Inc." "RHI" 110.01 "AU" NA
"Sachem Capital Corp." "SACH" 6.18 "US" "XASE"
"Pangaea Logistics Solutions Ltd." "PANL" 3.95 "US" "XNAS"
"Orchard Therapeutics Plc" "ORTX" 1.28 "US" "XNAS"
"OptiNose, Inc." "OPTN" 1.79 "US" "XNAS"
"Oshkosh Corp." "OSK" 119.74 "CA" NA
"Oncocyte Corporation" "OCX" 2.07 "US" "XNAS"
"RLX Technology, Inc." "RLX" 3.67 NA NA
"PetMed Express, Inc." "PETS" 24.83 "LN" NA
"Rapid7, Inc." "RPD" 100.88 "US" "XNAS"
"Pintec Technology Holdings Ltd." "PT" 0.48 "US" "XNAS"
"Qualys, Inc." "QLYS" 125.52 "US" "XNAS"
"Renewable Energy Group, Inc." "REGI" 45.88 "US" "XNAS"
"S&P Global, Inc." "SPGI" 446.77 "US" "XNYS"
"Omnicom Group, Inc." "OMC" 78.38 "US" "XNYS"
"Remark Holdings, Inc." "MARK" 0.96 "US" "XNAS"
"PacWest Bancorp" "PACW" 49.91 "US" "XNAS"
"Skillful Craftsman Education Technology Ltd." "EDTK" 0.98 "US" "XNAS"
"Rada Electronic Industries Ltd." "RADA" 9.32 "US" "XNAS"
"Red Rock Resorts, Inc." "RRR" 50.42 "LN" NA
"Nutanix, Inc." "NTNX" 30.49 "US" "XNAS"
"Performance Shipping, Inc." "PSHG" 3.75 "US" "XNAS"
"Quanta Services, Inc." "PWR" 106.66 "AU" NA
"SITE Centers Corp." "SITC" 16.02 "US" "XNYS"
"Rayonier, Inc." "RYN" 38.9 "US" "XNYS"
"Republic Services, Inc." "RSG" 133.79 "AU" NA
"QIAGEN NV" "QGEN" 50.41 "US" "XNYS"
"PACCAR, Inc." "PCAR" 93.43 "US" "XNAS"
"Postal Realty Trust, Inc." "PSTL" 19.18 "US" "XNYS"
"Plymouth Industrial REIT, Inc." "PLYM" 28.86 "US" "XNYS"
"Ovid Therapeutics, Inc." "OVID" 3.31 "US" "XNAS"
"PepsiCo, Inc." "PEP" 174.06 "AU" NA
"Peabody Energy Corp." "BTU" 11.37 "CA" NA
"OceanFirst Financial Corp." "OCFC" 23.71 "US" "XNAS"
"RCM Technologies, Inc." "RCMT" 6.99 "US" "XNAS"
"PVH Corp." "PVH" 107 "US" "XNYS"
"Rivian Automotive, Inc." "RIVN" 86.27 NA NA
"SilverCrest Metals, Inc." "SILV" 7.03 "CA" NA
"ON Semiconductor Corp." "ON" 64.44 "US" "XNAS"
"Portage Biotech, Inc." "PRTG" 11.15 "US" "XNAS"
"Digimarc Corp." "DMRC" 37.58 "US" "XNAS"
"Compass Pathways Plc" "CMPS" 18.85 "US" "XNAS"
"Comstock Mining, Inc." "LODE" 1.41 "US" "XASE"
"Electrameccanica Vehicles Corp." "SOLO" 2.19 "LN" NA
"Enerpac Tool Group Corp." "EPAC" 20.4 "US" "XNYS"
"Dada Nexus Ltd." "DADA" 11.48 "US" "XNAS"
"CorVel Corp." "CRVL" 190.59 "US" "XNAS"
"eBay, Inc." "EBAY" 66.32 "US" "XNAS"
"Corteva, Inc." "CTVA" 48.42 "US" "XNYS"
"E-Home Household Service Holdings Ltd." "EJH" 1.3 NA NA
"Enanta Pharmaceuticals, Inc." "ENTA" 68.87 "US" "XNAS"
"Energous Corp." "WATT" 1.24 "US" "XNAS"
"Color Star Technology Co., Ltd." "CSCW" 0.5 "US" "XNAS"
"DigitalBridge Group, Inc." "DBRG" 7.7 "US" "XNYS"
"CoreCivic, Inc." "CXW" 10.37 "US" "XNYS"
"Columbus McKinnon Corp." "CMCO" 48.93 "US" "XNAS"
"Commerce Bancshares, Inc. (Missouri)" "CBSH" 73.37 "US" "XNAS"
"Clearfield, Inc." "CLFD" 71.81 "US" "XNAS"
"Cresud SA" "CRESY" 4.64 "US" "XNAS"
"EMCOR Group, Inc." "EME" 125.56 "LN" NA
"Dillard's, Inc." "DDS" 233.19 "US" "XNYS"
"CMC Materials, Inc." "CCMP" 189.38 "US" "XNAS"
"Cracker Barrel Old Country Store, Inc." "CBRL" 136.38 "US" "XNAS"
"Dun & Bradstreet Holdings, Inc." "DNB" 19.65 "US" "XNYS"
"Emergent BioSolutions, Inc." "EBS" 48.81 "US" "XNYS"
"Eastman Kodak Co." "KODK" 4.55 "US" "XNYS"
"CRISPR Therapeutics AG" "CRSP" 67.75 "US" "XNAS"
"Comcast Corp." "CMCSA" 50.04 "US" "XNAS"
"Constellation Brands, Inc." "STZ/B" 226.15 NA NA
"Compugen Ltd." "CGEN" 4.13 "US" "XNAS"
"Day One Biopharmaceuticals, Inc." "DAWN" 16.05 "US" "XNAS"
"Creative Realities, Inc." "CREX" 1.44 "US" "XNAS"
"Cross Country Healthcare, Inc." "CCRN" 25.95 "US" "XNAS"
"Coca-Cola Europacific Partners Plc" "CCEP" 57.81 "LN" NA
"Elys Game Technology Corp." "ELYS" 2.59 "US" "XNAS"
"Consolidated Edison, Inc." "ED" 85.69 "US" "XNYS"
"Enovix Corp." "ENVX" 19.81 NA NA
"Curtiss-Wright Corp." "CW" 138.81 "US" "XNYS"
"EchoStar Corp." "SATS" 26.13 "US" "XNAS"
"Daqo New Energy Corp." "DQ" 40.06 "US" "XNYS"
"Enterprise Bancorp, Inc." "EBTC" 44.89 "US" "XNAS"
"Dentsply Sirona, Inc." "XRAY" 56.41 "CA" NA
"CymaBay Therapeutics, Inc." "CBAY" 3.3 "US" "XNAS"
"Commvault Systems, Inc." "CVLT" 66.7 "US" "XNAS"
"Cocrystal Pharma, Inc." "COCP" 0.59 "US" "XNAS"
"Diffusion Pharmaceuticals, Inc." "DFFN" 0.3 "US" "XNAS"
"Citizens Financial Group, Inc. (Rhode Island)" "CFG" 54.22 "US" "XNYS"
"DT Midstream, Inc." "DTM" 49.41 "AU" NA
"Codorus Valley Bancorp, Inc." "CVLY" 22.08 "US" "XNAS"
"Donegal Group, Inc." "DGICB" 14.51 "US" "XNAS"
"CTS Corp." "CTS" 36.32 "CA" NA
"Design Therapeutics, Inc." "DSGN" 17.94 "US" "XNAS"
"CVS Health Corp." "CVS" 104.19 "AU" NA
"Clover Health Investments Corp." "CLOV" 3.15 "US" "XNAS"
"Daseke, Inc." "DSKE" 9.76 "US" "XNAS"
"Edison International" "EIX" 65 "US" "XNYS"
"Eagle Materials, Inc." "EXP" 161.09 "AU" NA
"Dorman Products, Inc." "DORM" 108.04 "US" "XNAS"
"Coupa Software, Inc." "COUP" 137.62 "US" "XNAS"
"Colony Bankcorp, Inc." "CBAN" 17.85 "US" "XNAS"
"Ebix, Inc." "EBIX" 30.29 "US" "XNAS"
"Dream Finders Homes, Inc." "DFH" 18.08 "US" "XNAS"
"Electronic Arts, Inc." "EA" 131.82 "CA" NA
"Energy Recovery, Inc." "ERII" 19.83 "US" "XNAS"
"COMSovereign Holding Corp." "COMS" 0.66 "US" "XNAS"
"CIRCOR International, Inc." "CIR" 25.71 "LN" NA
"Criteo SA" "CRTO" 35.68 "US" "XNAS"
"ENDRA Life Sciences, Inc." "NDRA" 0.7 "US" "XNAS"
"Cirrus Logic, Inc." "CRUS" 88.07 "US" "XNAS"
"Cutera, Inc." "CUTR" 37.08 "US" "XNAS"
"Citizens, Inc. (Austin, Texas)" "CIA" 5.31 "AU" NA
"comScore, Inc." "SCOR" 3.37 "US" "XNAS"
"Citizens Holding Co. (Mississippi)" "CIZN" 18.65 "US" "XNAS"
"Coastal Financial Corp. (Washington)" "CCB" 53.45 "CA" NA
"Delek US Holdings, Inc." "DK" 17.01 "US" "XNYS"
"DMC Global, Inc." "BOOM" 43.17 "LN" NA
"CTO Realty Growth, Inc." "CTO" 62.81 "LN" NA
"CoStar Group, Inc." "CSGP" 71.87 "US" "XNAS"
"Dave & Buster's Entertainment, Inc." "PLAY" 38.41 "CA" NA
"DoorDash, Inc." "DASH" 132.23 "CA" NA
"ContextLogic, Inc." "WISH" 2.74 "CA" NA
"Constellium SE" "CSTM" 18.68 "US" "XNYS"
"Coda Octopus Group, Inc." "CODA" 7.56 "US" "XNAS"
"Cosan SA" "CSAN" 14.03 "US" "XNYS"
"Daktronics, Inc." "DAKT" 5.16 "US" "XNAS"
"ClearOne, Inc." "CLRO" 1.37 "US" "XNAS"
"CMS Energy Corp." "CMS" 65.06 "US" "XNYS"
"Costco Wholesale Corp." "COST" 536.07 "LN" NA
"CSX Corp." "CSX" 37.5 "AU" NA
"Crown Castle International Corp." "CCI" 194.72 "US" "XNYS"
"Custom Truck One Source, Inc." "CTOS" 7.81 "US" "XNYS"
"Clene, Inc." "CLNN" 3.94 "US" "XNAS"
"Consumer Portfolio Services, Inc." "CPSS" 11.28 "US" "XNAS"
"Dover Corp." "DOV" 182.96 "US" "XNYS"
"Credit Acceptance Corp." "CACC" 633.89 "US" "XNAS"
"Electro-Sensors, Inc." "ELSE" 5.95 "US" "XNAS"
"Energy Fuels, Inc." "UUUU" 8.35 "US" "XASE"
"Daré Bioscience, Inc." "DARE" 1.77 "US" "XNAS"
"Eldorado Gold Corp." "EGO" 9.07 "AU" NA
"Energizer Holdings, Inc." "ENR" 40.8 "AU" NA
"Decibel Therapeutics, Inc." "DBTX" 4.55 NA NA
"Endeavour Silver Corp." "EXK" 3.86 "US" "XNYS"
"Eloxx Pharmaceuticals, Inc." "ELOX" 0.63 "US" "XNAS"
"Core Molding Technologies, Inc." "CMT" 8.68 "US" "XASE"
"DBV Technologies SA" "DBVT" 1.69 "US" "XNAS"
"Codex DNA, Inc." "DNAY" 9.41 NA NA
"Duos Technologies Group, Inc." "DUOT" 5.25 "US" "XNAS"
"Encompass Health Corp." "EHC" 64.48 "CA" NA
"Diana Shipping, Inc." "DSX" 4.09 "AU" NA
"CYREN Ltd." "CYRN" 0.3 "US" "XNAS"
"Community West Bancshares" "CWBC" 13.85 "US" "XNAS"
"Eli Lilly & Co." "LLY" 259.53 "US" "XNYS"
"Dropbox, Inc." "DBX" 23.61 "US" "XNAS"
"Crane Co." "CR" 104.9 "CA" NA
"Cornerstone Building Brands, Inc." "CNR" 16.6 "LN" NA
"Elbit Systems Ltd." "ESLT" 176.4 "US" "XNAS"
"D.R. Horton, Inc." "DHI" 95.2 "US" "XNYS"
"CVRx, Inc." "CVRX" 10.52 NA NA
"Energy Focus, Inc." "EFOI" 3.43 "US" "XNAS"
"DXP Enterprises, Inc." "DXPE" 26.42 "US" "XNAS"
"Endo International Plc" "ENDP" 3.59 "CA" NA
"Companhia Brasileira de Distribuicao" "CBD" 3.4 "NZ" NA
"Daxor Corp." "DXR" 11.44 "US" "XASE"
"CS Disco, Inc." "LAW" 32.05 "AU" NA
"Deere & Co." "DE" 378.5 "CA" NA
"CNB Financial Corp. (Pennsylvania)" "CCNE" 27.82 "US" "XNAS"
"Cowen, Inc." "COWN" 35.77 "US" "XNAS"
"Dow, Inc." "DOW" 59.09 "AU" NA
"Citizens Community Bancorp, Inc. (Wisconsin)" "CZWI" 14 "US" "XNAS"
"Delta Air Lines, Inc." "DAL" 41.51 "CA" NA
"Document Security Systems, Inc." "DSS" 0.66 "US" "XASE"
"Cyclerion Therapeutics, Inc." "CYCN" 1.5 "US" "XNAS"
"Cytokinetics, Inc." "CYTK" 35.14 "US" "XNAS"
"Didi Global, Inc." "DIDI" 4.51 NA NA
"Digital Media Solutions, Inc." "DMS" 4.5 "US" "XNYS"
"Citrix Systems, Inc." "CTXS" 95.7 "US" "XNAS"
"Crocs, Inc." "CROX" 125.74 "US" "XNAS"
"DouYu International Holdings Ltd." "DOYU" 2.49 "US" "XNAS"
"Dril-Quip, Inc." "DRQ" 22.7 "US" "XNYS"
"Clearway Energy, Inc." "CWEN/A" 31.27 NA NA
"Earthstone Energy, Inc." "ESTE" 13.16 "US" "XNYS"
"Conn's, Inc." "CONN" 24.09 "US" "XNAS"
"Diamondback Energy, Inc." "FANG" 121.56 "US" "XNAS"
"Conduent, Inc." "CNDT" 5.94 "US" "XNAS"
"Columbia Financial, Inc." "CLBK" 21.06 "US" "XNAS"
"Corning, Inc." "GLW" 37.97 "CA" NA
"Encore Wire Corp. (Delaware)" "WIRE" 128.92 "US" "XNAS"
"Culp, Inc." "CULP" 9.96 "US" "XNYS"
"Crown ElectroKinetics Corp." "CRKN" 3.3 "US" "XNAS"
"CVB Financial Corp." "CVBF" 22.89 "US" "XNAS"
"CommScope Holding Co., Inc." "COMM" 10.82 "US" "XNAS"
"Coherent, Inc." "COHR" 264.69 "US" "XNAS"
"CNA Financial Corp." "CNA" 46.75 "LN" NA
"Codiak BioSciences, Inc." "CDAK" 10.05 "US" "XNAS"
"ClearSign Technologies Corp." "CLIR" 1.39 "US" "XNAS"
"Ellington Financial, Inc." "EFC" 17.37 "US" "XNYS"
"Dragon Victory International Ltd." "LYL" 1.17 "AU" NA
"Enservco Corp." "ENSV" 0.89 "US" "XASE"
"Edenor SA" "EDN" 5.09 "US" "XNYS"
"City Holding Co." "CHCO" 85.88 "US" "XNAS"
"EastGroup Properties, Inc." "EGP" 210.72 "US" "XNYS"
"Cullen/Frost Bankers, Inc." "CFR" 135.58 "US" "XNYS"
"Dycom Industries, Inc." "DY" 89.83 "US" "XNYS"
"Discovery, Inc." "DISCB" 36.5 "US" "XNAS"
"Domino's Pizza, Inc." "DPZ" 508.24 "US" "XNYS"
"CVD Equipment Corp." "CVV" 4.21 "AU" NA
"EnerSys" "ENS" 78.8 "NZ" NA
"Companhia Siderurgica Nacional" "SID" 4.25 "US" "XNYS"
"Danimer Scientific, Inc." "DNMR" 7.55 "US" "XNYS"
"Cognizant Technology Solutions Corp." "CTSH" 87.43 "US" "XNAS"
"CPS Technologies Corp." "CPSH" 3.64 "US" "XNAS"
"Diageo Plc" "DEO" 211.33 "US" "XNYS"
"Donaldson Co., Inc." "DCI" 59.56 "LN" NA
"Dollar General Corp." "DG" 238.2 "CA" NA
"CNX Resources Corp." "CNX" 14.64 "AU" NA
"Diversified Healthcare Trust" "DHC" 3.39 "CA" NA
"Cyteir Therapeutics, Inc." "CYT" 8.25 "CA" NA
"Comerica, Inc." "CMA" 97.06 "AU" NA
"Colfax Corp." "CFX" 44.8 "LN" NA
"Eco Wave Power Global AB" "WAVE" 5.57 "CA" NA
"Community Healthcare Trust, Inc." "CHCT" 47.56 "US" "XNYS"
"Denbury, Inc." "DEN" 77.69 "CA" NA
"ConnectOne Bancorp, Inc." "CNOB" 35.55 "US" "XNAS"
"Entergy Corp." "ETR" 112.15 "CA" NA
"Copart, Inc." "CPRT" 136.4 "US" "XNAS"
"Citi Trends, Inc." "CTRN" 81.1 "US" "XNAS"
"Docebo, Inc." "DCBO" 53.22 "CA" NA
"Duolingo Inc - Ordinary Shares - Class A" "DUOL" 102.28 "US" "XNAS"
"Desktop Metal, Inc." "DM" 4.51 "CA" NA
"Educational Development Corp." "EDUC" 8.44 "US" "XNAS"
"Cohen & Co., Inc." "COHN" 14.33 "US" "XASE"
"Dogness (International) Corp." "DOGZ" 3.47 "US" "XNAS"
"Corporate Office Properties Trust, Inc." "OFC" 29.19 "US" "XNYS"
"Civeo Corp." "CVEO" 20.1 "US" "XNYS"
"Coinbase Global, Inc." "COIN" 232.28 "CA" NA
"Cyclacel Pharmaceuticals, Inc." "CYCC" 3.92 "US" "XNAS"
"Deutsche Bank AG" "DB" 14.08 "CA" NA
"CollPlant Biotechnologies Ltd." "CLGN" 13.09 "US" "XNAS"
"Eaton Corp. Plc" "ETN" 167.83 "US" "XNYS"
"DZS, Inc." "DZSI" 15.76 "US" "XNAS"
"Crown Crafts, Inc." "CRWS" 7.25 "US" "XNAS"
"eGain Corp." "EGAN" 9.98 "US" "XNAS"
"CooTek (Cayman) Inc." "CTK" 0.48 "US" "XNYS"
"Despegar.com Corp." "DESP" 9.69 "US" "XNYS"
"Emerson Electric Co." "EMR" 95.68 "LN" NA
"Emerson Radio Corp." "MSN" 0.85 "US" "XASE"
"Dana, Inc." "DAN" 23.93 "CA" NA
"CompX International, Inc." "CIX" 22.97 "AU" NA
"Cyanotech Corp." "CYAN" 3.07 "LN" NA
"Drive Shack, Inc." "DS" 1.5 "CA" NA
"Companhia de Saneamento Basico do Estado de Sao Paulo SABESP" "SBS" 6.34 "US" "XNYS"
"DuPont de Nemours, Inc." "DD" 83.19 "US" "XNYS"
"Dell Technologies, Inc." "DELL" 57.99 "US" "XNYS"
"Concentrix Corp." "CNXC" 164.19 "US" "XNAS"
"Dingdong (Cayman) Ltd." "DDL" 12.28 "US" "XNYS"
"CytoSorbents Corp." "CTSO" 3.73 "US" "XNAS"
"Empire State Realty Trust, Inc." "ESRT" 10.16 "US" "XNYS"
"Discovery, Inc." "DISCK" 29.35 "US" "XNAS"
"East West Bancorp, Inc." "EWBC" 86.82 "US" "XNAS"
"DURECT Corp." "DRRX" 0.84 "US" "XNAS"
"Colliers International Group, Inc." "CIGI" 142.02 "CA" NA
"Constellation Brands, Inc." "STZ" 246.17 "US" "XNYS"
"Emerald Holding, Inc." "EEX" 3.69 "US" "XNYS"
"CorMedix, Inc." "CRMD" 4.85 "US" "XNAS"
"Enerplus Corp." "ERF" 11.1 "AU" NA
"DexCom, Inc." "DXCM" 471.5 "US" "XNAS"
"Enphase Energy, Inc." "ENPH" 145.14 "US" "XNAS"
"Clever Leaves Holdings, Inc." "CLVR" 2.65 "US" "XNAS"
"Clean Energy Fuels Corp." "CLNE" 6.21 "US" "XNAS"
"Eagle Bulk Shipping, Inc." "EGLE" 45.33 "US" "XNAS"
"Coffee Holding Co., Inc." "JVA" 4.34 "US" "XNAS"
"Companhia Paranaense de Energia" "ELP" 5.26 "US" "XNYS"
"Eiger BioPharmaceuticals, Inc." "EIGR" 4.89 "US" "XNAS"
"CubeSmart" "CUBE" 51.22 "CA" NA
"Del Taco Restaurants, Inc." "TACO" 12.48 "US" "XNAS"
"Coca-Cola Consolidated, Inc." "COKE" 602.16 "US" "XNAS"
"Corcept Therapeutics, Inc." "CORT" 18.94 "US" "XNAS"
"Darling Ingredients, Inc." "DAR" 65.49 "CA" NA
"Clovis Oncology, Inc." "CLVS" 2.55 "US" "XNAS"
"Energy Transfer LP" "ET" 9.24 "CA" NA
"EMCORE Corp." "EMKR" 6.5 "US" "XNAS"
"Community Trust Bancorp, Inc. (Kentucky)" "CTBI" 45.54 "US" "XNAS"
"Diodes, Inc." "DIOD" 100.25 "US" "XNAS"
"Corsair Gaming, Inc." "CRSR" 20.78 "US" "XNAS"
"Deluxe Corp." "DLX" 32.03 "AU" NA
"Dine Brands Global, Inc." "DIN" 76.73 "US" "XNYS"
"Cross Timbers Royalty Trust" "CRT" 12 "US" "XNYS"
"Credit Suisse Group AG" "CS" 10.19 "CA" NA
"Crescent Capital BDC, Inc." "CCAP" 17.96 "LN" NA
"Ellington Residential Mortgage REIT" "EARN" 10.83 "US" "XNYS"
"Communications Systems, Inc." "JCS" 2.47 "AU" NA
"CSP, Inc." "CSPI" 8.7 "US" "XNAS"
"Danaos Corp." "DAC" 70.09 "CA" NA
"Cinemark Holdings, Inc." "CNK" 17.15 "US" "XNYS"
"Dollar Tree, Inc." "DLTR" 140.92 "US" "XNAS"
"Cintas Corp." "CTAS" 397.44 "US" "XNAS"
"Ebang International Holdings, Inc." "EBON" 1.02 "US" "XNAS"
"CrossFirst Bankshares, Inc." "CFB" 15.99 "US" "XNAS"
"CSW Industrials, Inc." "CSWI" 123.2 "US" "XNAS"
"Eltek Ltd." "ELTK" 4 "US" "XNAS"
"DIRTT Environmental Solutions Ltd." "DRTT" 2.25 "US" "XNAS"
"Crown Holdings, Inc." "CCK" 109.57 "US" "XNYS"
"Cricut, Inc." "CRCT" 23.37 "US" "XNAS"
"CorePoint Lodging, Inc." "CPLG" 15.65 "US" "XNYS"
"Clarivate Plc" "CLVT" 22.37 "US" "XNYS"
"Customers Bancorp, Inc." "CUBI" 74.54 "US" "XNYS"
"Companhia Energética de Minas Gerais SA" "CIG" 2.2 "US" "XNYS"
"Commercial Metals Co." "CMC" 35.61 "AU" NA
"Clearway Energy, Inc." "CWEN" 33.87 "US" "XNYS"
"CNH Industrial NV" "CNHI" 16.15 "US" "XNYS"
"Dunxin Financial Holdings Ltd." "DXF" 1.04 "AU" NA
"CONSOL Energy, Inc." "CEIX" 23.52 "US" "XNYS"
"DXC Technology Co." "DXC" 33.32 "AU" NA
"Cronos Group, Inc." "CRON" 3.91 "CA" NA
"Crescent Point Energy Corp." "CPG" 6.11 "LN" NA
"DHI Group, Inc." "DHX" 6.06 "CA" NA
"Compass, Inc. (New York)" "COMP" 8.53 "US" "XNYS"
"Commercial Vehicle Group, Inc." "CVGI" 8.1 "US" "XNAS"
"Corvus Gold, Inc." "KOR" 3.23 "AU" NA
"electroCore, Inc." "ECOR" 0.54 "US" "XNAS"
"DiamondRock Hospitality Co." "DRH" 10.06 "US" "XNYS"
"Comfort Systems USA, Inc." "FIX" 95.91 "CA" NA
"Electric Last Mile Solutions, Inc." "ELMS" 6.41 NA NA
"Cortexyme, Inc." "CRTX" 12.05 "US" "XNAS"
"Community Bank System, Inc." "CBU" 77.19 "US" "XNYS"
"ENGlobal Corp." "ENG" 1.24 "US" "XNAS"
"Denison Mines Corp." "DNN" 1.46 "US" "XASE"
"Editas Medicine, Inc." "EDIT" 25.15 "US" "XNAS"
"DocuSign, Inc." "DOCU" 135.88 "US" "XNAS"
"Dorian LPG Ltd." "LPG" 13.9 "US" "XNYS"
"Comtech Telecommunications Corp." "CMTL" 23.61 "US" "XNAS"
"CorEnergy Infrastructure Trust, Inc." "CORR" 3.72 "US" "XNYS"
"Duck Creek Technologies, Inc." "DCT" 27.15 "US" "XNAS"
"Curis, Inc." "CRIS" 3.48 "US" "XNAS"
"Deckers Outdoor Corp." "DECK" 338.44 "US" "XNYS"
"CNO Financial Group, Inc." "CNO" 25.45 "CA" NA
"Douglas Emmett, Inc." "DEI" 36.48 "US" "XNYS"
"Data I/O Corp." "DAIO" 4.75 "US" "XNAS"
"Dyadic International, Inc." "DYAI" 4.2 "US" "XNAS"
"Citizens & Northern Corp." "CZNC" 27.35 "US" "XNAS"
"DallasNews Corp." "DALN" 7.37 "US" "XNAS"
"Computer Task Group, Inc." "CTG" 9.47 "LN" NA
"Ducommun, Inc." "DCO" 46.96 "US" "XNYS"
"Columbia Banking System, Inc." "COLB" 36.07 "US" "XNAS"
"Danaher Corp." "DHR" 295.65 "AU" NA
"e.l.f. Beauty, Inc." "ELF" 31.07 "CA" NA
"Darden Restaurants, Inc." "DRI" 145.69 "US" "XNYS"
"Cumberland Pharmaceuticals, Inc." "CPIX" 4.27 "US" "XNAS"
"CVR Energy, Inc." "CVI" 19.99 "US" "XNYS"
"Eledon Pharmaceuticals, Inc." "ELDN" 4.09 "US" "XNAS"
"Dime Community Bancshares, Inc." "DCOM" 36.76 "US" "XNAS"
"Enbridge, Inc." "ENB" 40.58 "AU" NA
"EDAP TMS SA" "EDAP" 6.33 "US" "XNAS"
"Digital Realty Trust, Inc." "DLR" 161 "US" "XNYS"
"Cleanspark, Inc." "CLSK" 8.15 "US" "XNAS"
"Delcath Systems, Inc." "DCTH" 7.43 "US" "XNAS"
"Citius Pharmaceuticals, Inc." "CTXR" 1.6 "US" "XNAS"
"Edgewell Personal Care Co." "EPC" 48.82 "US" "XNYS"
"Creatd, Inc." "CRTD" 2.18 "US" "XNAS"
"Clearpoint Neuro, Inc." "CLPT" 10.35 "US" "XNAS"
"Crinetics Pharmaceuticals, Inc." "CRNX" 25.33 "US" "XNAS"
"Dawson Geophysical Co." "DWSN" 2.31 "US" "XNAS"
"Dolphin Entertainment, Inc." "DLPN" 7.83 "US" "XNAS"
"Digi International, Inc." "DGII" 24.33 "US" "XNAS"
"Couchbase, Inc." "BASE" 22.04 "US" "XNAS"
"Cousins Properties, Inc." "CUZ" 42.15 "CA" NA
"Civista Bancshares, Inc." "CIVB" 25.53 "US" "XNAS"
"Clear Channel Outdoor Holdings, Inc." "CCO" 3.2 "CA" NA
"Dynex Capital, Inc." "DX" 16.91 "LN" NA
"CyrusOne, Inc." "CONE" 89.31 "CA" NA
"Douglas Dynamics, Inc." "PLOW" 39.4 "US" "XNYS"
"Citigroup, Inc." "C" 65.78 "CA" NA
"Discovery, Inc." "DISCA" 30.05 "US" "XNAS"
"Emclaire Financial Corp." "EMCF" 28.34 "US" "XNAS"
"CRA International, Inc." "CRAI" 91.9 "US" "XNAS"
"Enthusiast Gaming Holdings, Inc." "EGLX" 2.63 "CA" NA
"Dyne Therapeutics, Inc." "DYN" 10.85 "US" "XNAS"
"Discover Financial Services" "DFS" 125.71 "LN" NA
"Data Storage Corp." "DTST" 3.74 "US" "XNAS"
"Diamond Hill Investment Group, Inc." "DHIL" 188.5 "US" "XNAS"
"DarioHealth Corp." "DRIO" 11.28 "US" "XNAS"
"Dolby Laboratories, Inc." "DLB" 92.35 "US" "XNYS"
"Element Solutions, Inc." "ESI" 23.89 "CA" NA
"Comstock Holding Cos., Inc." "CHCI" 4.5 "US" "XNAS"
"Codexis, Inc." "CDXS" 25.59 "US" "XNAS"
"Eastman Chemical Co." "EMN" 122.4 "AU" NA
"CURO Group Holdings Corp." "CURO" 16.41 "US" "XNYS"
"Compass Minerals International, Inc." "CMP" 54.96 "AU" NA
"Corporacion America Airports SA" "CAAP" 5.8 "US" "XNYS"
"DiaMedica Therapeutics, Inc." "DMAC" 3.62 "US" "XNAS"
"Crexendo, Inc." "CXDO" 4.76 "US" "XNAS"
"CPI Aerostructures, Inc." "CVU" 2.7 "US" "XASE"
"Cloudflare, Inc." "NET" 107 "LN" NA
"Corvus Pharmaceuticals, Inc." "CRVS" 2.14 "US" "XNAS"
"eMagin Corp." "EMAN" 1.77 "LN" NA
"CuriosityStream, Inc." "CURI" 5.87 "US" "XNAS"
"CyberArk Software Ltd." "CYBR" 158.07 "US" "XNAS"
"DraftKings, Inc." "DKNG" 27.23 "US" "XNAS"
"Designer Brands, Inc." "DBI" 13.96 "US" "XNYS"
"Entravision Communications Corp." "EVC" 6.3 "US" "XNYS"
"CureVac NV" "CVAC" 30.77 "US" "XNAS"
"Conagra Brands, Inc." "CAG" 34.75 "AU" NA
"Enterprise Financial Services Corp." "EFSC" 49.57 "US" "XNAS"
"Dick's Sporting Goods, Inc." "DKS" 109.31 "US" "XNYS"
